ファイル名,セクションID,要素タイプ,テキスト内容,カテゴリ,サブカテゴリ,提供方法,優先度,新カテゴリ,新サブカテゴリ,新提供方法,新優先度
M52P95tojpjavhch01.xml,ch01se010404050206020805,note_para,SRSエアバッグが作動しないとき（フロントSRSエアバッグ） フロントSRSエアバッグは、側面や後方からの衝撃・横転・または低速での前方からの衝撃では、通常は作動しません。ただし、それらの衝撃が前方への減速を十分に引き起こす場合には、フロントSRSエアバッグが作動することがあります。 側面からの衝突 後方からの衝突 横転,参考情報,その他,RAGシステム,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch01.xml,ch01se010404050206020806,note_para,SRSエアバッグが作動しないとき（SRSサイド＆カーテンシールドエアバッグ） 斜めから衝撃を受けた場合や、客室部分以外の側面に衝撃を受けたときには、SRSサイド＆カーテンシールドエアバッグが作動しない場合があります。 客室部分以外の側面への衝撃 斜めからの衝撃 SRSサイドエアバッグは、前方や後方からの衝撃・横転・または低速での側面からの衝撃では、通常は作動しません。 前方からの衝突 後方からの衝突 横転 SRSカーテンシールドエアバッグは、後方からの衝撃・横転・または低速での前方や側面からの衝撃では、通常は作動しません。 後方からの衝突 横転,参考情報,その他,RAGシステム,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch01.xml,ch01se010404050206020807,note_para,トヨタ販売店に連絡が必要な場合 次のような場合には、点検・修理が必要になります。できるだけ早くトヨタ販売店へご連絡ください。 いずれかのSRSエアバッグがふくらんだとき フロントSRSエアバッグはふくらまなかったが、事故で車両の前部を衝突したとき、または破損・変形などがあるとき SRSサイド＆カーテンシールドエアバッグはふくらまなかったが、事故でドアおよびその周辺部分を衝突したとき、または破損・変形・穴あきなどがあるとき ハンドルのパッド部分・ダッシュボードの助手席SRSエアバッグ付近が傷付いたり、ひび割れたり、その他の損傷を受けたとき SRSサイドエアバッグが内蔵されているシート表面が傷付いたり、ひび割れたり、その他の損傷を受けたとき SRSカーテンシールドエアバッグが内蔵されているフロントピラー部・リヤピラー部・ルーフサイド部が傷付いたり、ひび割れたり、その他の損傷を受けたとき,メンテナンス・点検,日常点検,体験OS化,中,②_リスク・危険・注意,危険警告,プロアクティブ通知,最高
M52P95tojpjavhch01.xml,ch01se010404050206031101,attention_para,SRSエアバッグについて 次のことを必ずお守りください。 お守りいただかないと、重大な傷害におよぶか、最悪の場合死亡につながるおそれがあります。,安全情報・警告,危険警告,体験OS化,高,②_リスク・危険・注意,危険警告,プロアクティブ通知,最高
M52P95tojpjavhch01.xml,ch01se010404050206031102,attention_para,運転者と乗員すべてがシートベルトを正しく着用してください。 SRSエアバッグはシートベルトを補助するためのものです。,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch01.xml,ch01se010404050206031103,attention_para,助手席SRSエアバッグは強い力でふくらむため、特に乗員がエアバッグに近付きすぎると、重大な傷害におよぶか、最悪の場合死亡につながるおそれがあります。乗員がSRSエアバッグのふくらむ場所に近い場合は特に危険です。シートの背もたれを調整して、シートをできるだけSRSエアバッグから離し、まっすぐに座ってください。,安全情報・警告,危険警告,体験OS化,高,②_リスク・危険・注意,危険警告,プロアクティブ通知,最高
M52P95tojpjavhch01.xml,ch01se010404050206031104,attention_para,お子さまがシートにしっかり座っていないと、SRSエアバッグのふくらむ衝撃で重大な障害におよぶか、最悪の場合死亡につながるおそれがあります。お子さまが小さくてシートベルトを使用できないときは、チャイルドシートでしっかり固定してください。 お子さまはリヤ席に乗せ、チャイルドシートまたはシートベルトを着用させることをおすすめします。（→ ）,安全情報・警告,危険警告,体験OS化,高,②_リスク・危険・注意,危険警告,プロアクティブ通知,最高
M52P95tojpjavhch01.xml,ch01se010404050206031105,attention_para,シートの縁に座ったり、ダッシュボードにもたれかかったりしない,参考情報,その他,RAGシステム,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch01.xml,ch01se010404050206031106,attention_para,お子さまを助手席SRSエアバッグの前に立たせたり、ひざの上に抱いたりしない,参考情報,その他,RAGシステム,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch01.xml,ch01se010404050206031107,attention_para,運転者および助手席乗員は、ひざの上に何も持たない,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch01.xml,ch01se010404050206031108,attention_para,ドアやフロントピラー・センターピラー・リヤピラー・ルーフサイドレールへ寄りかからない,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch01.xml,ch01se010404050206031109,attention_para,助手席では、ドアに向かってひざをついたり、窓から顔や手を出したりしない,参考情報,その他,RAGシステム,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch01.xml,ch01se010404050206031110,attention_para,ダッシュボード・ハンドルのパッド部分などには何も取り付けたり、置いたりしない,参考情報,その他,RAGシステム,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch01.xml,ch01se010404050206031111,attention_para,ドア・フロントウインドウガラス・ドアガラス・フロントピラーおよびリヤピラー・ルーフサイドレール・アシストグリップなどには何も取り付けない（速度制限ラベルを除く → ）,安全情報・警告,禁止事項,体験OS化,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch01.xml,ch01se010404050206031112,attention_para,コートフックにハンガーなどの硬いものをかけないでください。 SRSカーテンシールドエアバッグが作動したときに投げ出されて重大な傷害におよぶか、最悪の場合死亡につながるおそれがあります。,安全情報・警告,危険警告,体験OS化,高,②_リスク・危険・注意,危険警告,プロアクティブ通知,最高
M52P95tojpjavhch01.xml,ch01se010404050206031113,attention_para,SRSサイドエアバッグがふくらむ場所を覆うようなシートアクセサリーを使用しないでください。エアバッグが作動する際、アクセサリーが干渉するおそれがあります。そのようなアクセサリーがエアバッグが正常に作動するのをさまたげ、システムを不能にしたり、またはエアバッグが誤って作動したりして、重大な傷害におよぶか、最悪の場合死亡につながるおそれがあります。,機能の使い方・操作方法,機能の説明,体験OS化,高,②_リスク・危険・注意,危険警告,プロアクティブ通知,最高
M52P95tojpjavhch01.xml,ch01se010404050206031114,attention_para,SRSエアバッグシステム構成部品の周辺およびフロントドアの周辺は、強くたたくなど過度の力を加えないでください。 SRSエアバッグが正常に作動しなくなるおそれがあります。,機能の使い方・操作方法,機能の説明,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch01.xml,ch01se010404050206031115,attention_para,SRSエアバッグがふくらんだ直後は、構成部品が熱くなっているため、ふれないでください。,参考情報,その他,RAGシステム,中,④_メンテナンス・点検指示,部品交換,プロアクティブ通知,高
M52P95tojpjavhch01.xml,ch01se010404050206031116,attention_para,SRSエアバッグがふくらんだあとに、もし呼吸が苦しく感じたら、ドアやドアガラスを開けて空気を入れるか、安全を確認して車外に出てください。皮膚の炎症を防ぐため、残留物はできるだけ早く洗い流してください。,参考情報,その他,RAGシステム,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
